hired,service_year,nvq_level,length_of_service,employee_status,monthly_leaves,average_montly_hours,handle_appointments,customer_satisfaction_level,monthly_basic_salary,yearly_increment
2020,2021,3,1,1,4,171,18,3,36000,0
2016,2021,3,5,2,3,229,38,1,46000,1
2019,2021,3,2,2,1,247,34,1,45000,1
2019,2021,4,2,2,5,201,29,1,40000,0
2018,2019,5,1,1,5,161,16,1,31000,0
2019,2021,3,2,2,1,249,31,2,50000,1
2020,2021,5,1,1,5,160,16,1,38000,0
2016,2020,4,4,2,0,264,45,1,60000,1
2015,2018,5,3,2,2,248,33,1,51000,1
2020,2021,3,1,1,3,181,10,2,34000,0
2016,2017,4,1,1,3,176,15,2,31000,0
2017,2020,3,3,2,0,299,33,2,52000,1
2017,2021,3,4,2,1,249,38,3,40000,1
2019,2021,3,2,2,3,229,45,3,38000,1
2017,2018,4,1,1,4,176,11,1,37000,0
2017,2019,4,2,2,1,249,42,1,68000,1
2017,2020,2,3,2,3,240,34,3,38000,1
2020,2021,5,1,1,3,184,15,3,37000,0
2019,2021,4,2,2,2,235,30,1,55000,0
2020,2021,2,1,1,5,164,15,2,32000,0
2016,2020,3,4,2,3,222,40,2,48000,1
2016,2021,5,5,2,4,212,35,3,40000,0
2017,2020,4,3,2,4,230,42,1,39000,1
2016,2017,4,1,1,3,182,22,2,34000,1
2020,2021,4,1,1,4,171,11,1,31000,0
2015,2019,3,1,1,1,200,15,1,37000,0
2020,2021,5,1,1,5,164,17,1,39000,0
2015,2018,5,3,2,2,243,42,1,60000,1
2019,2020,4,1,1,2,186,20,2,33000,1
2018,2020,4,2,2,0,281,42,2,64000,1
2019,2021,5,2,2,5,203,22,1,39000,0
2020,2021,3,1,1,1,199,24,1,29000,1
2016,2021,4,5,2,5,202,26,3,39000,0
2019,2020,2,1,1,2,190,17,3,34000,0
2015,2020,5,5,2,2,242,37,3,40000,1
2017,2019,5,2,2,5,201,25,1,39000,0
2020,2021,2,1,1,1,197,16,1,31000,0
2017,2020,4,3,2,3,240,35,3,39000,1
2016,2017,5,1,1,5,168,20,1,39000,0
2016,2018,5,2,2,2,230,45,1,61000,1
2016,2017,2,1,1,0,219,11,3,34000,0
2015,2021,3,6,2,2,249,34,3,39000,1
2020,2021,4,1,1,5,162,21,1,35000,0
2019,2020,3,1,1,4,170,13,2,31000,0
2015,2018,3,3,2,0,253,30,2,55000,0
2018,2019,4,1,1,0,215,17,1,27000,1
2016,2021,2,5,2,4,218,40,2,40000,0
2015,2018,5,3,2,4,230,32,1,40000,1
2016,2021,4,5,2,4,228,36,1,40000,1
2019,2020,2,1,1,3,178,20,2,31000,0
2015,2017,2,2,2,5,206,29,1,39000,0
2020,2021,4,1,1,5,167,15,3,32000,0
2019,2020,5,1,1,0,219,10,2,38000,0
2015,2021,2,6,2,0,251,35,2,40000,1
2019,2020,2,1,1,4,168,10,3,40000,0
2019,2021,2,2,2,4,219,30,3,39000,0
2020,2021,4,1,1,4,176,16,2,37000,0
2018,2019,5,1,1,1,194,22,1,31000,1
2020,2021,5,1,1,0,203,15,3,36000,0
2019,2020,2,1,1,5,165,11,3,39000,0
2016,2020,2,4,2,5,210,24,2,39000,0
2016,2020,3,4,2,2,246,41,1,43000,1
2018,2019,5,1,1,5,162,16,1,39000,0
2018,2020,5,2,2,1,244,34,1,49000,1
2015,2019,5,1,1,5,164,24,2,36000,0
2015,2021,5,6,2,5,205,25,1,39000,0
2015,2019,2,1,1,3,177,15,3,38000,0
2018,2019,2,1,1,0,202,11,2,34000,0
2017,2020,2,3,2,4,212,31,3,38000,0
2017,2019,3,2,2,0,265,37,1,42000,1
2016,2020,4,4,2,3,234,34,1,44000,1
2020,2021,5,1,1,4,168,11,3,40000,0
2017,2019,2,2,2,5,209,26,1,38000,0
2020,2021,3,1,1,1,200,10,3,39000,0
2016,2019,3,3,2,4,223,37,1,39000,1
2018,2021,4,3,2,2,249,33,1,46000,1
2017,2021,3,4,2,3,225,38,2,48000,1
2017,2021,4,4,2,4,229,30,2,38000,0
2016,2019,5,3,2,2,238,33,3,39000,1
2019,2021,5,2,2,1,250,38,1,53000,1
2018,2019,4,1,1,5,162,24,3,39000,0
2015,2021,2,6,2,2,246,42,2,38000,1
2018,2021,3,3,2,1,246,38,3,40000,1
2017,2021,4,4,2,5,210,25,3,39000,0
2015,2017,2,2,2,3,221,32,1,40000,1
2018,2019,4,1,1,2,192,17,2,28000,1
2020,2021,2,1,1,5,163,21,1,35000,0
2018,2020,3,2,2,3,236,41,1,42000,1
2018,2020,3,2,2,1,241,42,2,43000,1
2020,2021,3,1,1,1,200,10,1,32000,0
2016,2019,4,3,2,5,201,27,1,39000,0
2015,2017,4,2,2,3,232,35,1,53000,1
2015,2016,3,1,1,2,191,23,2,26000,1
2017,2021,5,4,2,1,243,36,1,42000,1
2020,2021,4,1,1,2,192,21,3,39000,0
2016,2021,2,5,2,1,247,36,2,39000,1
2020,2021,4,1,1,5,162,11,1,34000,0
2020,2021,4,1,1,5,160,18,1,35000,0
2016,2019,3,3,2,5,206,30,2,38000,0
2017,2020,2,3,2,0,252,39,2,38000,1
2016,2017,5,1,1,3,177,23,3,38000,0
2018,2021,2,3,2,3,234,39,1,38000,1
2019,2020,4,1,1,5,165,14,1,40000,0
2018,2020,4,2,2,2,241,40,3,38000,1
2020,2021,4,1,1,4,174,17,1,30000,0
2016,2020,2,4,2,3,227,34,2,39000,1
2018,2019,4,1,1,5,166,10,1,31000,0
2017,2018,5,1,1,0,217,20,1,32000,1
2018,2021,4,3,2,1,249,39,1,49000,1
2016,2017,2,1,1,2,186,12,1,36000,0
2016,2020,5,4,2,4,221,30,1,39000,0
2020,2021,2,1,1,5,164,22,1,39000,0
2018,2020,3,2,2,5,210,26,2,39000,0
2020,2021,5,1,1,3,182,19,1,34000,1
2020,2021,3,1,1,3,180,17,1,26000,0
2019,2021,2,2,2,4,226,44,1,39000,1
2016,2020,3,4,2,5,202,26,3,38000,0
2015,2016,5,1,1,2,186,14,1,32000,0
2020,2021,2,1,1,2,187,11,1,30000,0
2020,2021,2,1,1,4,169,10,2,32000,0
2019,2020,3,1,1,4,173,22,1,37000,0
2020,2021,2,1,1,2,185,17,2,37000,1
2019,2021,4,2,2,2,248,44,2,60000,1
2019,2021,3,2,2,5,204,30,2,39000,0
2016,2018,4,2,2,5,208,24,2,39000,0
2015,2018,4,3,2,1,250,45,1,63000,1
2020,2021,4,1,1,1,196,17,2,32000,1
2019,2021,2,2,2,2,239,40,2,38000,1
2019,2021,5,2,2,1,250,38,1,44000,1
2015,2017,5,2,2,2,242,38,1,49000,1
2016,2019,5,3,2,4,225,44,2,39000,1
2016,2017,4,1,1,4,170,18,1,33000,0
2020,2021,5,1,1,1,199,23,1,28000,1
2017,2020,5,3,2,4,218,39,1,40000,0
2018,2020,5,2,2,1,248,45,3,39000,1
2019,2021,5,2,2,4,225,38,1,39000,1
2019,2020,3,1,1,4,173,21,3,39000,0
2017,2020,2,3,2,0,261,30,3,39000,0
2016,2018,2,2,2,1,241,32,1,40000,1
2020,2021,3,1,1,2,192,16,1,34000,0
2017,2021,2,4,2,4,226,39,3,39000,1
2015,2017,3,2,2,0,265,45,3,38000,1
2017,2020,5,3,2,4,228,33,2,40000,1
2018,2020,4,2,2,3,227,39,1,51000,1
2016,2019,3,3,2,3,225,31,2,51000,1
2016,2021,5,5,2,3,237,39,2,54000,1
2017,2021,5,4,2,0,287,41,1,68000,1
2017,2021,3,4,2,2,247,34,1,51000,1
2016,2019,3,3,2,0,270,36,2,53000,1
2020,2021,2,1,1,2,189,10,1,40000,0
2020,2021,5,1,1,1,195,25,1,27000,1
2018,2021,2,3,2,3,238,31,3,39000,1
2015,2020,5,5,2,5,202,28,1,39000,0
2016,2020,2,4,2,3,235,44,3,39000,1
2019,2020,5,1,1,3,183,20,1,28000,1
2018,2020,2,2,2,1,240,44,1,40000,1
2017,2019,3,2,2,2,237,39,1,42000,1
2017,2019,2,2,2,1,242,38,3,39000,1
2017,2019,2,2,2,0,298,38,1,38000,1
2015,2021,5,6,2,2,237,45,3,39000,1
2015,2019,4,1,1,3,176,15,2,36000,0
2015,2018,3,3,2,2,249,33,1,53000,1
2016,2017,3,1,1,3,181,23,1,26000,1
2020,2021,2,1,1,1,199,24,2,34000,1
2019,2020,4,1,1,1,199,10,3,33000,0
2019,2021,5,2,2,5,204,23,2,40000,0
2016,2019,4,3,2,0,269,33,2,49000,1
2020,2021,4,1,1,1,197,23,3,38000,0
2018,2020,4,2,2,1,241,37,2,46000,1
2015,2017,2,2,2,2,231,42,1,40000,1
2016,2020,4,4,2,2,234,40,1,52000,1
2015,2020,4,5,2,2,232,37,2,42000,1
2019,2021,5,2,2,3,236,40,1,53000,1
2015,2020,2,5,2,2,245,34,1,39000,1
2017,2018,5,1,1,5,168,18,1,37000,0
2015,2017,4,2,2,4,230,44,3,39000,1
2018,2019,4,1,1,5,164,10,2,31000,0
2019,2021,5,2,2,4,230,43,1,39000,1
2018,2020,2,2,2,3,227,39,2,39000,1
2017,2020,3,3,2,4,216,39,2,39000,0
2018,2019,2,1,1,2,185,22,1,39000,1
2017,2018,4,1,1,0,201,24,1,29000,1
2016,2018,3,2,2,3,230,31,1,45000,1
2019,2021,2,2,2,0,296,33,2,39000,1
2015,2018,5,3,2,1,241,43,1,67000,1
2020,2021,5,1,1,4,172,18,1,33000,0
2020,2021,4,1,1,5,162,17,2,36000,0
2015,2019,5,1,1,3,181,12,2,38000,0
2020,2021,3,1,1,0,219,25,1,27000,1
2016,2020,4,4,2,2,247,41,3,38000,1
2018,2019,3,1,1,5,162,17,3,31000,0
2020,2021,4,1,1,5,166,16,2,30000,0
2015,2019,2,1,1,0,210,12,3,36000,0
2017,2021,5,4,2,5,206,26,1,40000,0
2019,2020,5,1,1,4,173,19,1,38000,0
2017,2021,2,4,2,5,207,24,2,40000,0
2018,2020,4,2,2,1,242,40,1,45000,1
2018,2021,5,3,2,3,224,30,1,45000,0
2015,2021,2,6,2,1,247,41,1,38000,1
2016,2021,3,5,2,2,248,30,2,42000,0
2018,2020,5,2,2,5,210,24,1,40000,0
2018,2019,4,1,1,4,176,10,3,35000,0
2015,2019,5,1,1,3,183,12,1,30000,0
2018,2021,3,3,2,3,228,33,3,39000,1
2020,2021,4,1,1,0,207,25,2,26000,1
2015,2019,4,1,1,2,185,22,2,27000,1
2018,2020,3,2,2,4,229,35,3,40000,1
2017,2018,3,1,1,3,177,12,1,40000,0
2018,2021,2,3,2,1,243,36,2,39000,1
2016,2021,4,5,2,2,235,30,1,49000,0
2017,2019,4,2,2,4,221,35,1,38000,1
2020,2021,3,1,1,3,183,12,2,36000,0
2019,2021,3,2,2,4,226,39,1,40000,1
2017,2021,2,4,2,1,246,36,1,39000,1
2017,2019,3,2,2,3,239,30,3,40000,0
2020,2021,2,1,1,2,189,15,1,33000,0
2018,2019,3,1,1,4,173,20,3,30000,0
2019,2020,2,1,1,0,216,14,3,32000,0
2019,2021,5,2,2,5,200,25,2,39000,0
2019,2021,2,2,2,4,226,43,2,40000,1
2018,2019,3,1,1,2,189,15,2,36000,0
2016,2018,2,2,2,4,215,37,2,39000,0
2020,2021,2,1,1,2,192,17,3,36000,0
2018,2019,3,1,1,1,195,18,2,29000,1
2017,2020,2,3,2,1,249,36,1,39000,1
2017,2020,2,3,2,1,249,31,3,38000,1
2020,2021,3,1,1,4,170,24,3,35000,0
2019,2020,2,1,1,2,189,20,3,32000,0
2020,2021,3,1,1,0,220,22,3,32000,0
2019,2021,3,2,2,5,204,24,1,40000,0
2018,2019,2,1,1,3,178,24,3,37000,0
2016,2018,5,2,2,5,204,26,1,39000,0
2020,2021,2,1,1,5,168,19,3,33000,0
2018,2021,5,3,2,4,212,34,2,38000,0
2020,2021,2,1,1,4,168,15,2,32000,0
2016,2019,4,3,2,0,251,39,1,46000,1
2015,2018,5,3,2,0,294,40,1,49000,1
2018,2021,2,3,2,0,271,36,3,40000,1
2016,2019,2,3,2,4,215,43,2,39000,0
2020,2021,4,1,1,2,188,13,3,35000,0
2020,2021,4,1,1,1,196,21,2,30000,1
2020,2021,4,1,1,1,195,10,2,39000,0
2018,2020,4,2,2,0,279,44,1,61000,1
2017,2020,3,3,2,3,221,40,2,42000,1
2015,2017,5,2,2,2,236,32,1,48000,1
2018,2019,2,1,1,5,168,10,2,35000,0
2015,2016,5,1,1,4,168,21,1,39000,0
2015,2021,3,6,2,5,207,28,2,39000,0
2019,2020,2,1,1,1,192,18,3,36000,0
2019,2021,3,2,2,1,246,40,3,39000,1
2019,2021,5,2,2,3,226,32,1,43000,1
2018,2021,5,3,2,2,249,42,1,62000,1
2020,2021,4,1,1,1,192,10,2,31000,0
2018,2021,4,3,2,1,245,40,2,49000,1
2016,2019,5,3,2,2,242,35,1,47000,1
2016,2019,2,3,2,1,250,34,3,38000,1
2019,2021,3,2,2,4,224,33,1,40000,1
2019,2020,2,1,1,5,168,15,3,37000,0
2018,2019,4,1,1,0,206,20,2,29000,1
2020,2021,2,1,1,1,200,20,1,34000,1
2015,2017,2,2,2,4,227,43,1,40000,1
2018,2021,3,3,2,4,217,31,1,39000,0
2016,2020,2,4,2,0,252,33,1,39000,1
2018,2020,4,2,2,4,218,42,1,39000,0
2016,2017,3,1,1,1,196,13,1,40000,0
2018,2020,4,2,2,5,205,29,2,40000,0
2015,2018,4,3,2,3,240,30,1,49000,0
2018,2019,3,1,1,1,198,17,2,29000,1
2017,2020,5,3,2,0,297,36,2,53000,1
2017,2021,5,4,2,4,229,45,2,40000,1
2018,2019,4,1,1,4,171,22,3,36000,0
2020,2021,4,1,1,5,161,21,2,30000,0
2016,2017,5,1,1,2,185,23,1,33000,1
2019,2020,2,1,1,2,189,17,3,34000,0
2018,2019,5,1,1,5,164,10,3,36000,0
2018,2019,2,1,1,2,188,13,2,37000,0
2017,2019,5,2,2,1,240,31,2,49000,1
2015,2017,4,2,2,3,237,34,2,41000,1
2015,2016,5,1,1,5,161,21,2,38000,0
2017,2021,5,4,2,3,220,42,1,41000,0
2017,2021,3,4,2,4,218,30,2,39000,0
2020,2021,2,1,1,2,190,11,1,40000,0
2018,2021,4,3,2,0,288,30,2,45000,0
2016,2018,5,2,2,4,222,44,1,40000,1
2016,2018,2,2,2,1,245,39,2,39000,1
2018,2020,2,2,2,0,300,39,1,39000,1
2018,2021,2,3,2,2,237,41,1,39000,1
2019,2020,5,1,1,4,172,23,1,38000,0
2015,2019,2,1,1,4,176,10,2,31000,0
2015,2019,5,1,1,5,167,20,2,32000,0
2020,2021,4,1,1,1,195,20,2,27000,1
2017,2018,2,1,1,1,200,15,2,31000,0
2017,2020,5,3,2,2,238,33,3,40000,1
2017,2018,5,1,1,0,217,25,2,31000,1
2017,2021,3,4,2,0,263,35,2,48000,1
2019,2020,5,1,1,4,172,17,3,39000,0
2016,2017,3,1,1,4,171,18,1,31000,0
2016,2020,2,4,2,0,283,34,2,39000,1
2015,2020,3,5,2,2,239,36,2,53000,1
2019,2021,3,2,2,4,222,37,1,40000,1
2017,2019,4,2,2,0,269,34,3,38000,1
2018,2021,3,3,2,1,240,39,3,39000,1
2018,2020,3,2,2,3,225,43,1,49000,1
2020,2021,4,1,1,0,200,17,3,38000,0
2017,2021,2,4,2,5,202,26,1,39000,0
2015,2017,4,2,2,2,250,32,1,47000,1
2017,2021,5,4,2,5,206,29,3,39000,0
2015,2019,5,1,1,4,169,20,2,33000,0
2017,2020,5,3,2,5,203,30,1,38000,0
2015,2019,3,1,1,0,202,14,1,36000,0
2015,2020,3,5,2,3,239,32,2,54000,1
2017,2021,4,4,2,5,210,29,3,40000,0
2017,2018,2,1,1,3,179,22,3,31000,0
2020,2021,4,1,1,3,184,17,2,26000,1
2019,2020,2,1,1,2,188,23,1,32000,1
2019,2021,5,2,2,2,234,43,1,69000,1
2015,2021,5,6,2,4,225,32,1,39000,1
2016,2019,4,3,2,3,222,35,1,47000,1
2016,2020,4,4,2,5,201,27,2,40000,0
2017,2020,3,3,2,3,239,33,2,52000,1
2020,2021,4,1,1,0,217,17,1,34000,1
2018,2020,3,2,2,4,230,45,1,39000,1
2020,2021,5,1,1,5,164,17,1,36000,0
2018,2019,2,1,1,2,188,14,2,35000,0
2016,2018,5,2,2,1,242,34,1,44000,1
2018,2019,4,1,1,0,210,15,3,38000,0
2019,2021,5,2,2,2,241,38,1,47000,1
2015,2019,3,1,1,1,195,17,2,34000,1
2016,2020,3,4,2,2,235,32,3,39000,1
2016,2017,3,1,1,5,168,24,1,32000,0
2020,2021,3,1,1,0,200,20,1,32000,1
2016,2017,3,1,1,3,183,22,3,32000,0
2016,2020,5,4,2,5,206,30,1,39000,0
2018,2021,2,3,2,5,200,27,2,40000,0
2018,2020,5,2,2,1,244,35,3,40000,1
2015,2021,2,6,2,1,245,43,2,39000,1
2019,2020,4,1,1,3,180,14,2,40000,0
2020,2021,3,1,1,1,192,10,3,32000,0
2020,2021,2,1,1,2,189,25,2,35000,1
2015,2021,4,6,2,0,284,39,1,44000,1
2018,2019,3,1,1,1,193,20,2,31000,1
2018,2021,4,3,2,3,232,38,1,41000,1
2016,2020,4,4,2,5,207,30,1,40000,0
2015,2018,4,3,2,0,251,36,3,40000,1
2019,2020,5,1,1,3,180,22,3,39000,0
2018,2019,3,1,1,1,200,14,3,34000,0
2019,2020,2,1,1,3,178,16,3,40000,0
2020,2021,2,1,1,2,190,24,1,30000,1
2020,2021,5,1,1,0,205,21,2,34000,1
2015,2019,5,1,1,4,174,17,1,38000,0
2015,2020,4,5,2,5,210,27,1,38000,0
2015,2017,2,2,2,3,222,44,3,40000,1
2016,2021,2,5,2,5,200,24,3,39000,0
2017,2021,2,4,2,4,215,36,3,39000,0
2019,2020,2,1,1,5,163,12,2,38000,0
2019,2020,5,1,1,1,193,12,1,32000,0
2018,2019,2,1,1,1,192,18,3,37000,0
2016,2017,4,1,1,2,192,16,2,35000,0
2020,2021,2,1,1,2,184,17,1,38000,1
2016,2017,2,1,1,2,184,16,1,38000,0
2016,2018,5,2,2,3,233,41,1,49000,1
2017,2020,5,3,2,4,222,35,1,40000,1
2016,2021,3,5,2,4,222,45,3,39000,1
2019,2020,4,1,1,0,201,11,3,31000,0
2015,2020,5,5,2,0,293,38,1,53000,1
2019,2021,2,2,2,4,225,31,3,39000,1
2017,2021,3,4,2,4,214,31,1,38000,0
2019,2021,2,2,2,4,220,30,3,39000,0
2017,2020,2,3,2,4,226,35,3,39000,1
2019,2021,4,2,2,5,200,22,2,38000,0
2018,2019,2,1,1,1,194,18,1,39000,1
2015,2016,3,1,1,0,217,15,2,39000,0
2015,2019,5,1,1,5,161,13,3,33000,0
2016,2020,5,4,2,3,229,35,1,45000,1
2018,2019,5,1,1,0,210,23,1,29000,1
2019,2021,3,2,2,2,244,31,3,40000,1
2017,2018,5,1,1,3,179,25,1,28000,0
2018,2019,5,1,1,3,182,11,2,30000,0
2018,2020,2,2,2,3,236,33,2,40000,1
2018,2019,5,1,1,2,190,11,1,38000,0
2019,2020,2,1,1,3,184,25,1,34000,1
2017,2021,4,4,2,4,220,38,1,38000,0
2015,2017,4,2,2,0,264,42,3,38000,1
2015,2019,4,1,1,2,190,23,1,27000,1
2017,2020,4,3,2,3,237,32,1,48000,1
2015,2021,2,6,2,3,237,39,3,39000,1
2016,2017,2,1,1,2,191,17,3,30000,0
2015,2018,3,3,2,2,231,39,3,38000,1
2018,2020,4,2,2,0,263,34,1,51000,1
2020,2021,2,1,1,2,192,11,3,37000,0
2020,2021,2,1,1,3,179,10,1,32000,0
2017,2019,2,2,2,3,221,43,1,39000,1
2020,2021,4,1,1,0,206,10,1,34000,0
2020,2021,5,1,1,4,176,14,1,36000,0
2018,2019,2,1,1,4,175,22,3,39000,0
2018,2019,5,1,1,2,189,18,1,32000,1
2020,2021,2,1,1,4,173,15,1,39000,0
2018,2019,4,1,1,5,165,22,1,30000,0
2018,2021,4,3,2,1,242,39,3,39000,1
2020,2021,5,1,1,0,203,21,1,28000,1
2019,2020,3,1,1,4,172,22,2,35000,0
2019,2021,5,2,2,2,234,33,1,41000,1
2018,2020,3,2,2,2,233,41,3,39000,1
2016,2018,2,2,2,5,209,25,1,39000,0
2016,2020,2,4,2,0,298,33,1,39000,1
2016,2018,2,2,2,1,240,31,3,39000,1
2017,2019,4,2,2,4,219,39,1,38000,0
2018,2020,4,2,2,1,245,38,1,48000,1
2018,2021,5,3,2,5,210,26,2,39000,0
2017,2019,5,2,2,3,232,45,1,45000,1
2019,2021,4,2,2,2,245,31,2,43000,1
2019,2020,5,1,1,5,160,14,1,32000,0
2015,2017,5,2,2,1,246,37,1,43000,1
2018,2021,3,3,2,0,279,40,3,38000,1
2018,2020,5,2,2,0,275,40,1,47000,1
2018,2019,2,1,1,0,210,12,1,32000,0
2016,2021,3,5,2,1,249,43,1,45000,1
2020,2021,5,1,1,0,212,19,1,34000,1
2017,2021,3,4,2,4,223,43,1,39000,1
2017,2020,3,3,2,3,233,45,2,44000,1
2017,2021,4,4,2,3,224,37,1,54000,1
2015,2016,5,1,1,1,195,18,1,34000,1
2018,2021,4,3,2,0,290,30,1,42000,0
2018,2021,5,3,2,2,232,38,1,51000,1
2020,2021,5,1,1,5,160,18,1,35000,0
2016,2017,5,1,1,3,182,12,2,31000,0
2019,2020,4,1,1,5,160,16,3,33000,0
2019,2021,5,2,2,4,228,44,1,38000,1
2015,2019,5,1,1,1,199,19,1,30000,1
2020,2021,3,1,1,1,195,20,2,33000,1
2019,2021,4,2,2,3,229,38,3,38000,1
2015,2017,4,2,2,0,281,37,1,51000,1
2018,2021,5,3,2,3,235,38,2,53000,1
2015,2016,2,1,1,1,199,18,3,35000,0
2017,2018,2,1,1,4,170,11,1,38000,0
2017,2018,4,1,1,1,197,23,3,35000,0
2019,2020,2,1,1,2,192,11,3,37000,0
2016,2018,4,2,2,2,248,30,1,43000,0
2016,2019,2,3,2,0,250,32,2,40000,1
2017,2020,4,3,2,5,202,30,2,40000,0
2017,2021,5,4,2,1,240,45,1,65000,1
2018,2020,3,2,2,3,229,37,1,54000,1
2018,2020,2,2,2,3,227,34,3,40000,1
2018,2019,3,1,1,3,181,17,2,32000,1
2019,2020,5,1,1,3,181,21,1,26000,1
2017,2020,3,3,2,4,228,45,1,40000,1
2020,2021,2,1,1,4,173,22,2,36000,0
2016,2018,2,2,2,3,222,32,1,39000,1
2015,2020,2,5,2,5,208,27,1,40000,0
2020,2021,2,1,1,3,176,23,1,30000,0
2016,2020,4,4,2,3,232,34,2,52000,1
2017,2019,3,2,2,5,204,27,2,39000,0
2019,2021,2,2,2,2,248,34,1,39000,1
2017,2018,4,1,1,3,182,15,1,36000,0
2019,2021,3,2,2,0,292,33,1,49000,1
2020,2021,3,1,1,4,169,25,1,32000,0
2019,2021,5,2,2,3,228,32,1,52000,1
2018,2021,3,3,2,4,226,33,1,39000,1
2017,2019,2,2,2,5,208,26,2,40000,0
2015,2017,4,2,2,4,230,44,2,39000,1
2017,2020,4,3,2,4,221,44,3,40000,1
2016,2021,3,5,2,1,247,30,3,38000,0
2019,2021,3,2,2,4,221,36,2,39000,1
2016,2017,3,1,1,4,169,20,3,35000,0
2018,2019,5,1,1,4,171,17,1,35000,0
2017,2020,4,3,2,3,237,44,2,41000,1
2016,2020,3,4,2,3,233,33,1,46000,1
2019,2020,3,1,1,4,173,14,1,39000,0
2017,2021,5,4,2,0,258,30,1,42000,0
2015,2020,4,5,2,0,275,41,1,68000,1
2015,2016,4,1,1,5,168,17,2,37000,0
2018,2020,5,2,2,4,217,39,1,39000,0
2017,2019,3,2,2,3,234,38,3,38000,1
2018,2020,5,2,2,5,210,28,2,39000,0
2016,2020,2,4,2,1,246,45,2,39000,1
2018,2021,4,3,2,2,233,38,3,39000,1
2015,2018,5,3,2,5,203,23,1,39000,0
2017,2019,5,2,2,0,297,39,1,40000,1
2016,2019,3,3,2,3,239,36,2,47000,1
2017,2018,2,1,1,0,215,20,2,33000,1
2016,2021,4,5,2,3,239,44,1,47000,1
2020,2021,5,1,1,4,169,16,2,38000,0
2019,2021,5,2,2,4,220,45,1,40000,0
2017,2018,3,1,1,1,193,21,3,30000,0
2016,2021,2,5,2,2,249,38,3,39000,1
2019,2020,2,1,1,5,163,25,2,31000,0
2020,2021,2,1,1,0,219,22,2,33000,1
2015,2016,4,1,1,3,183,12,2,35000,0
2017,2021,3,4,2,3,227,45,1,53000,1
2018,2020,5,2,2,0,290,30,2,44000,0
2018,2020,2,2,2,1,245,45,2,39000,1
2017,2021,5,4,2,4,230,44,3,40000,1
2016,2019,4,3,2,5,203,30,1,39000,0
2018,2020,4,2,2,0,291,42,3,39000,1
2020,2021,4,1,1,0,219,25,2,27000,1
2016,2018,3,2,2,0,261,32,3,40000,1
2017,2019,4,2,2,5,200,27,3,39000,0
2019,2020,3,1,1,2,192,10,2,34000,0
2018,2019,3,1,1,2,186,24,3,38000,0
2020,2021,3,1,1,5,168,12,2,36000,0
2020,2021,5,1,1,0,204,25,1,35000,1
2016,2018,4,2,2,1,241,45,1,70000,1
2020,2021,3,1,1,1,193,18,1,25000,1
2017,2018,4,1,1,5,162,21,2,33000,0
2020,2021,2,1,1,5,166,16,3,35000,0
2016,2021,4,5,2,0,297,43,1,68000,1
2016,2020,4,4,2,0,282,44,1,67000,1
2020,2021,5,1,1,5,167,10,1,34000,0
2020,2021,5,1,1,1,200,10,1,30000,0
2015,2020,2,5,2,4,217,37,3,40000,0
2020,2021,5,1,1,1,197,11,1,39000,0
2019,2021,2,2,2,1,245,31,3,40000,1
2018,2020,3,2,2,0,268,39,2,42000,1
2016,2020,2,4,2,2,239,33,3,38000,1
2020,2021,5,1,1,1,197,15,3,34000,0
2015,2019,3,1,1,2,184,24,1,32000,1
2015,2019,3,1,1,5,165,20,1,36000,0
2017,2020,5,3,2,5,201,30,2,39000,0
2017,2018,4,1,1,2,191,17,2,27000,1
2017,2018,3,1,1,1,196,15,2,39000,0
2020,2021,5,1,1,0,210,22,2,32000,1
2017,2020,5,3,2,3,234,42,1,53000,1
2020,2021,2,1,1,1,196,18,1,39000,1
2016,2020,4,4,2,2,249,34,1,44000,1
2018,2020,5,2,2,0,262,44,1,64000,1
2016,2020,4,4,2,5,205,29,1,38000,0
2019,2021,2,2,2,2,243,31,3,39000,1
2015,2018,2,3,2,5,207,27,2,38000,0
2019,2021,5,2,2,1,246,36,2,43000,1
2018,2021,2,3,2,0,270,34,2,40000,1
2019,2021,4,2,2,2,238,42,1,68000,1
2018,2020,5,2,2,5,203,23,1,39000,0
2018,2019,3,1,1,4,173,19,3,40000,0
2016,2017,5,1,1,0,211,22,2,34000,1
2018,2020,2,2,2,1,247,31,1,39000,1
2016,2019,3,3,2,5,208,26,2,40000,0
2020,2021,4,1,1,0,211,12,1,36000,0
2019,2021,4,2,2,2,236,44,2,60000,1
2016,2021,5,5,2,0,298,30,3,40000,0
2016,2019,2,3,2,5,200,27,3,39000,0
2020,2021,4,1,1,5,165,15,2,40000,0
2016,2020,2,4,2,2,236,35,3,38000,1
2018,2021,2,3,2,4,212,36,1,38000,0
2016,2021,5,5,2,2,238,39,3,39000,1
2016,2019,5,3,2,5,204,27,1,38000,0
2015,2017,3,2,2,5,201,27,2,39000,0
2015,2019,4,1,1,4,169,19,3,31000,0
2019,2021,3,2,2,3,240,34,2,54000,1
2017,2018,5,1,1,5,160,10,1,33000,0
2019,2021,4,2,2,1,247,35,2,48000,1
2017,2019,4,2,2,1,250,42,1,67000,1
2016,2021,5,5,2,4,214,30,1,40000,0
2020,2021,2,1,1,2,187,20,3,33000,0
2017,2020,3,3,2,3,231,42,2,55000,1
2020,2021,3,1,1,2,186,24,2,31000,1
2016,2020,5,4,2,2,230,39,1,44000,1
2015,2021,5,6,2,2,230,40,1,47000,1
